-0.0275972,0.0300396,0.0416982,0.00286619,0.0178093,0.0106599,0.00705121,-0.00694703,-0.033415,-0.00128319,
-0.0143018,-0.0175159,-0.0342343,-0.0210729,-0.0172551,-0.0260583,0.0029831,0.0292036,-0.00818446,0.0023972,
-0.0112065,-0.0198348,0.00179585,-0.00824802,0.0511791,-0.00904397,0.0203187,0.0107416,0.0142784,0.00714432,
0.00147332,0.0158539,0.0122043,0.0116146,0.019881,0.0311878,-0.0309088,-0.0130873,0.00497987,0.00250511,
0.0290258,0.0114205,0.00111713,0.0238085,0.0387941,0.0125092,-0.016138,-0.00330733,-0.0146669,-0.0072223,
-0.0127934,0.00909118,-0.019374,-0.00688936,-0.0158259,-0.000997299,0.00506294,-0.00797716,0.0053103,-0.00809307,
-0.0153705,-0.00889767,0.0237453,-0.0108108,0.00051063,0.037836,-0.00276371,-0.0141564,0.0255938,0.0250848,
0.00872107,-0.00981469,0.0137972,0.0400242,-0.00122971,0.00897138,0.0316592,-0.00690811,-0.0146958,-0.0131362,
-0.00130144,0.00324274,0.027349,-0.017261,-0.0217202,-0.0293174,-0.0253562,0.0202257,0.0311871,0.0202655,
0.00524563,0.0176109,-0.0090754,-0.0310988,-0.00408021,-0.00838312,-0.00366453,-0.00547067,-0.0348142,-0.0144977,
0.0053498,-0.0358998,0.020494,0.0244755,-0.000935148,-0.00636559,-0.00517703,0.0163392,-0.0235879,0.0223689,
0.0026868,-0.0107087,0.0183017,-0.0167686,-0.00175753,-0.0217151,-0.00702471,-0.000766584,0.0101999,-0.0369816,
-0.035265,0.00956136,-0.0188237,0.0129923,0.0248208,0.00835419,0.00734446,0.0127426,-0.0150012,-0.00330765,
0.0240021,-0.00856778,-0.0285564,0.00734304,-0.0178577,-0.00713835,-0.0304086,6.91939e-05,-0.00542154,9.27136e-05,
0.0129066,0.0147243,-0.0215654,0.0260801,0.021013,-0.00276785,0.011019,-0.00413291,-0.00361737,-0.0106639,
0.014696,0.00591069,0.00545864,0.00657053,0.0200999,0.0272271,-0.0303807,0.00209319,-0.0246991,0.0260826,
-0.00930605,-0.0296742,-0.0277306,-0.00191306,0.00331951,0.0210287,-0.0258534,-0.0299248,-0.0233575,-0.0110691,
0.0025686,0.00695706,0.0235497,-0.0134222,-0.0182555,-0.0184918,-0.0112327,-0.0168382,0.0309774,-0.00679209,
0.0282464,0.0209078,0.0165892,-0.0142064,0.00410088,0.0104669,-0.0144558,0.00677056,-0.00503027,0.0103209,
0.000895954,-0.0132501,0.0165353,0.0256402,-0.0122172,0.00903579,-0.0171344,-0.017948,-0.0113214,-0.000832485,
-0.0266928,0.00251593,-0.00799733,-0.0288935,0.0140209,0.00974509,0.000620027,0.00275355,0.00897808,-0.0285298,
-0.00116466,0.017747,-0.00338373,-0.0116171,0.0233368,0.00908773,-0.0308087,-0.00959067,0.00746512,0.0114337,
-0.0183221,0.00199263,0.0277344,0.0255524,0.0177823,0.00400287,-0.00539151,0.014161,0.0187231,0.0143037,
-0.0011817,0.0140153,-0.014263,0.0132129,-0.00343849,-0.0216262,0.00456506,0.0140873,-0.0125043,-0.0156508,
-0.00807115,-0.0181347,-0.00247222,0.018789,-0.00701702,-0.0166094,-0.00855122,-0.0128817,0.0212467,-0.00998104,
-0.00104372,0.00912212,0.0136233,0.0163926,-0.00430818,-0.0133708,0.00465046,-0.0152158,0.0142349,0.0144366,
-0.026845,-0.00514851,0.00977627,-0.00354104,0.0399904,0.0373328,-0.0172754,-0.0105663,-0.017703,0.00893144,
-0.00784453,-0.014806,0.023018,0.00808242,0.0129239,0.0177496,0.0114044,0.00911563,-0.00685324,-0.00639615,
0.00354449,-0.00538639,0.00165162,0.00358599,0.0280252,0.0258857,0.00188867,0.0370335,0.0124011,0.0159299,
-0.0150336,-0.0012192,0.00418459,-0.0177863,-0.00821656,-0.0127837,0.0223772,-0.00841885,-0.0313736,-0.00852994,
0.022063,-0.0252639,-0.0159462,0.00455951,-0.0194903,-0.00939619,-0.00141189,0.010727,-0.0133647,-0.00927922,
-0.0318373,0.0353647,-0.000247325,0.000342193,0.0253095,-0.00197966,0.0311632,0.0129044,0.0207005,-0.00801972,
-0.00862226,0.0199905,-0.0298671,-0.0285931,0.00773832,-0.0108959,-0.0202191,-0.00411546,0.0279262,-0.00204827,
0.0181289,0.00453324,0.0199937,0.00660098,0.0233259,0.00120277,0.00195288,0.0149904,-0.00233433,0.0201606,
0.00564119,-0.0239178,0.0162916,-0.0150445,0.00398306,0.031422,-0.00879692,-0.0143753,0.000856242,-0.00496978,
